plugin_psr
0.944353
0.918722
0.993910
0.707755
0.697282
0.676646
0.896137
0.833850
0.893533
0.862316
0.629950
0.965719
1.000000
0.991524
0.986256
0.999635
0.989800
0.902315
0.972081
0.999981
0.957345
0.999994
0.910180
0.999807
0.967244
0.979275
0.999805
0.721471
0.889708
0.995115
0.919575
0.963169
0.981668
0.999974
0.954372
0.988407
0.948799
0.910432
0.999999
0.811553
0.973458
0.731576
0.987394
0.967765
0.981814
0.940051
0.646438
0.727726
0.938905
0.894219
0.996478
0.999995
0.999969
0.914107
1.000000
0.996711
0.908603
0.988104
0.999817
0.988298
0.995445
0.999968
0.906842
0.988581
0.940680
0.982869
0.998483
0.999964
0.999345
0.415743
0.695701
0.874732
0.961554
1.000000
0.826495
0.905597
0.985769
0.999999
0.999897
0.954517
0.949391
0.997787
0.912439
0.852129
0.974075
0.921478
0.986577
0.972352
0.993659
0.940702
0.999373
0.999805
1.000000
0.940182
0.771583
0.999836
0.999972
0.959937
0.959042
0.992719
0.991938
0.868414
0.999603
0.856880
0.874334
0.651798
0.998479
0.999069
0.801223
0.921706
0.999348
0.998758
0.899772
0.895296
0.935889
0.991471
0.999336
0.909383
0.999994
0.983109
0.976201
0.999984
0.744724
0.785185
0.999743
0.967790
0.904566
0.982371
0.998490
0.994091
0.975651
0.962237
0.998715
0.954645
0.863159
0.996179
0.999924
0.996715
0.999701
0.874987
0.856417
0.975790
0.931842
0.998478
0.989094
0.999366
0.995006
0.927678
0.832984
0.805027
0.748462
0.996364
0.993874
0.999389
0.901462
0.999034
0.990937
0.444758
0.680525
0.839446
0.603313
0.998594
0.988319
0.999889
0.997749
0.999984
0.999641
0.911806
0.994140
0.976909
0.940661
0.996292
0.976556
0.926330
0.990180
0.875212
0.983574
0.887600
0.811589
0.897905
0.999644
0.999985
0.997569
0.926667
0.998446
0.999942
0.980784
0.999973
0.992304
0.355720
0.794604
0.998519
0.994660
0.977610
0.975851
0.975844
0.815556
0.966994
0.991178
0.999990
0.960028
0.971404
0.929360
0.988005
0.938710
0.992063
0.995773
0.968006
0.706456
0.999999
0.979544
0.860029
0.838590
0.807414
0.999385
0.992483
0.835977
0.859376
0.999775
0.964070
0.993303
0.293744
0.998882
0.999204
0.975681
0.591741
0.825409
0.930614
0.999554
0.969326
0.883868
0.985583
0.999242
0.840192
0.999989
0.999978
0.998012
0.976287
0.999999
0.998183
0.994101
0.868976
0.999998
0.905774
0.960073
0.999469
0.999126
0.948093
0.993404
0.999998
0.781801
0.995103
0.921739
0.966371
0.654898
0.872113
0.772171
0.877929
0.973578
0.987734
0.952373
0.924831
0.839651
0.989752
0.995722
0.999615
0.982242
0.852978
0.951879
0.991725
0.999394
0.999990
0.967060
0.897560
0.995783
0.665116
0.999294
1.000000
0.986400
0.999924
0.910387
0.999998
0.365808
0.978996
0.998279
0.822351
0.981373
0.929747
0.998735
0.999978
0.997095
0.999977
0.999829
0.928196
0.984009
0.727267
0.923288
0.957803
0.810951
0.750517
0.999452
0.895036
0.916642
0.995931
0.799124
0.999797
0.932254
0.850127
0.968928
0.998673
0.990110
0.845555
0.923522
0.696681
1.000000
0.892989
0.949566
0.999999
0.857862
0.888660
0.941450
0.967359
0.999919
0.796526
0.904752
0.966682
0.978852
0.998495
0.998605
0.975654
0.966964
0.900839
0.845692
0.983800
0.999823
