plugin_psr
0.999978
1.000000
1.000000
0.997448
0.999897
1.000000
0.999823
0.999992
0.999820
0.987053
0.982245
0.999769
0.999999
1.000000
0.995756
0.999795
1.000000
1.000000
0.999086
1.000000
0.999631
1.000000
1.000000
0.988568
0.994195
1.000000
0.999883
1.000000
1.000000
0.992430
0.999414
0.999999
0.999925
1.000000
0.972227
0.999974
0.992835
0.996221
0.986053
0.999865
0.999983
0.998564
0.999998
0.999957
0.996171
1.000000
1.000000
0.998740
1.000000
1.000000
0.985498
0.999828
1.000000
0.999844
1.000000
1.000000
0.999904
0.999987
0.999755
1.000000
0.999834
0.999985
0.997985
0.999998
0.992334
0.999843
0.984999
0.999998
0.999466
1.000000
0.999993
0.999718
1.000000
0.999996
1.000000
0.999710
1.000000
1.000000
0.999546
1.000000
1.000000
0.999997
0.973434
1.000000
1.000000
0.999982
1.000000
1.000000
0.995902
0.962164
0.977495
1.000000
0.999912
0.997492
1.000000
0.971953
1.000000
1.000000
0.999864
0.999986
0.997030
0.999728
0.998447
1.000000
0.999986
0.999793
1.000000
0.999058
1.000000
0.997723
1.000000
1.000000
1.000000
0.999089
1.000000
1.000000
0.999998
1.000000
1.000000
1.000000
1.000000
0.999980
0.990317
0.999996
0.999858
0.999862
1.000000
1.000000
1.000000
0.999908
1.000000
0.992514
1.000000
0.999874
0.999996
0.999612
0.995591
0.999833
0.993764
0.999975
1.000000
0.999968
1.000000
0.999739
0.999998
0.999200
0.989920
0.977611
0.999996
0.999998
0.999988
0.999999
1.000000
1.000000
0.999999
1.000000
0.999999
1.000000
0.999956
0.996303
1.000000
0.999999
0.999990
0.999953
1.000000
0.989382
1.000000
0.993378
0.999349
0.999999
1.000000
0.999637
0.998603
0.999858
0.993559
0.999993
1.000000
1.000000
0.999329
0.999996
1.000000
0.999989
1.000000
1.000000
0.984432
0.991931
1.000000
0.996379
0.999987
1.000000
0.999499
1.000000
1.000000
1.000000
1.000000
0.975963
1.000000
1.000000
0.998386
0.999242
0.995601
0.999075
1.000000
0.991415
0.999998
0.991647
1.000000
0.997584
1.000000
1.000000
1.000000
0.996821
0.999556
1.000000
1.000000
1.000000
1.000000
0.994995
0.999739
0.999982
0.981964
1.000000
0.888602
0.996675
1.000000
0.999960
1.000000
0.999716
0.979709
0.991114
0.999999
0.999998
0.999890
1.000000
1.000000
0.998732
1.000000
0.999975
0.999322
0.986037
0.999979
1.000000
0.997053
0.998725
0.999794
0.988206
0.999454
1.000000
0.999997
1.000000
0.996951
0.999950
1.000000
0.999991
0.999946
0.993069
0.999998
0.999999
1.000000
1.000000
0.995900
1.000000
0.999992
0.958233
0.999995
0.999983
1.000000
1.000000
1.000000
0.985247
0.988671
0.999999
0.996363
1.000000
1.000000
0.992825
0.999385
0.998361
0.985176
0.999904
0.969961
0.999059
0.998679
1.000000
0.996235
1.000000
0.999999
0.997631
0.940220
1.000000
1.000000
0.999876
0.999992
0.999998
0.996252
0.998680
1.000000
0.996868
0.999853
0.999999
1.000000
0.999999
0.999990
0.999512
0.917260
0.999998
1.000000
0.999987
1.000000
1.000000
0.999997
1.000000
0.999412
1.000000
0.994883
0.998594
0.999745
1.000000
0.999995
1.000000
0.999803
0.998480
0.990368
0.999914
0.999754
1.000000
0.999731
1.000000
0.998217
1.000000
1.000000
0.996874
1.000000
1.000000
0.997611
0.999495
0.999903
0.988101
0.999868
0.988636
0.998233
1.000000
